,Player,Team,Age,Position,Apps,Starts,Mins,Goals,Assists,MotM,Rating,Season,Competition
2,Gabriel Jesus,Brazil,22,"AM(LR),FW",6,4,430,2,2,1,7.31,2018-19,CONMEBOL Copa America
3,Giorgian de Arrascaeta,Uruguay,25,"AM(CLR),FW",3,2,227,0,0,1,7.30,2018-19,CONMEBOL Copa America
4,Roger Martínez,Colombia,25,FW,3,2,232,1,0,1,7.30,2018-19,CONMEBOL Copa America
5,Charles Aránguiz,Chile,30,M(C),6,6,563,0,3,0,7.27,2018-19,CONMEBOL Copa America
6,Lionel Messi,Argentina,32,"AM(CR),FW",6,6,487,1,1,1,7.25,2018-19,CONMEBOL Copa America
7,Edwin Cardona,Colombia,27,AM(CL),2,1,138,0,0,0,7.23,2018-19,CONMEBOL Copa America
8,Jefferson Farfán,Peru,35,"M(CR),FW",3,3,270,1,1,1,7.23,2018-19,CONMEBOL Copa America
9,Mauricio Isla,Chile,31,"D(R),M(CR)",5,5,480,0,1,0,7.21,2018-19,CONMEBOL Copa America
0,Boualem Khoukhi,Qatar,29,D(C),3,3,270,0,0,0,7.19,2018-19,CONMEBOL Copa America
1,Ko Itakura,Japan,22,"D(C),DMC",2,2,178,0,0,0,7.19,2018-19,CONMEBOL Copa America
2,Diego Godín,Uruguay,33,D(C),4,4,390,0,1,0,7.17,2018-19,CONMEBOL Copa America
3,Matías Vecino,Uruguay,28,M(C),1,1,81,0,0,0,7.15,2018-19,CONMEBOL Copa America
4,Arturo Vidal,Chile,32,M(CR),5,5,468,1,0,0,7.13,2018-19,CONMEBOL Copa America
5,Renato Tapia,Peru,24,"D(C),DMC",6,6,562,0,1,0,7.11,2018-19,CONMEBOL Copa America
6,Darwin Machís,Venezuela,26,AM(LR),4,3,241,2,0,1,7.11,2018-19,CONMEBOL Copa America
7,Juan Foyth,Argentina,22,"D(CR),DMC",4,4,355,0,0,0,7.09,2018-19,CONMEBOL Copa America
8,Alex Sandro,Brazil,28,"D(CL),M(L)",4,2,288,0,0,0,7.09,2018-19,CONMEBOL Copa America
9,Marquinhos,Brazil,25,"D(CR),DMC",6,6,544,0,1,0,7.09,2018-19,CONMEBOL Copa America
0,Davinson Sánchez,Colombia,23,D(C),3,3,300,0,0,0,7.08,2018-19,CONMEBOL Copa America
1,Sergio Agüero,Argentina,31,"AM(CL),FW",6,5,470,2,1,1,7.08,2018-19,CONMEBOL Copa America
2,Guillermo Maripán,Chile,25,D(C),6,5,519,0,0,0,7.05,2018-19,CONMEBOL Copa America
3,Yotún,Peru,29,"D(L),M(CLR)",6,6,490,1,0,0,7.04,2018-19,CONMEBOL Copa America
4,Lautaro Martínez,Argentina,22,FW,4,4,297,2,0,1,7.03,2018-19,CONMEBOL Copa America
5,Federico Valverde,Uruguay,21,M(CLR),4,2,213,0,0,0,7.03,2018-19,CONMEBOL Copa America
6,Juan Cuadrado,Colombia,31,"D(R),M(CLR),FW",4,4,306,0,0,0,7.02,2018-19,CONMEBOL Copa America
7,Fernandinho,Brazil,34,"D(CR),DMC",2,1,123,0,1,0,7.01,2018-19,CONMEBOL Copa America
8,Leandro Paredes,Argentina,25,DMC,6,6,540,0,0,0,7.00,2018-19,CONMEBOL Copa America
9,Nicolás Otamendi,Argentina,31,D(C),6,6,540,0,0,0,6.99,2018-19,CONMEBOL Copa America
0,Thiago Silva,Brazil,35,D(C),6,6,570,0,0,0,6.97,2018-19,CONMEBOL Copa America
1,Iván Piris,Paraguay,30,D(CLR),3,3,300,0,0,0,6.97,2018-19,CONMEBOL Copa America
2,William Tesillo,Colombia,29,D(CLR),3,3,300,0,0,0,6.97,2018-19,CONMEBOL Copa America
3,Cristián Borja,Colombia,26,"D(CL),M(L)",1,1,90,0,0,0,6.95,2018-19,CONMEBOL Copa America
4,Eiji Kawashima,Japan,36,GK,2,2,180,0,0,0,6.94,2018-19,CONMEBOL Copa America
5,David Ospina,Colombia,31,GK,3,3,300,0,0,0,6.92,2018-19,CONMEBOL Copa America
6,Santiago Arias,Colombia,28,D(R),2,1,135,0,1,0,6.91,2018-19,CONMEBOL Copa America
7,Óscar Cardozo,Paraguay,36,FW,2,2,180,1,0,0,6.90,2018-19,CONMEBOL Copa America
8,Willian,Brazil,31,AM(CLR),4,0,113,1,0,0,6.89,2018-19,CONMEBOL Copa America
9,Alisson,Brazil,27,GK,6,6,570,0,0,0,6.88,2018-19,CONMEBOL Copa America
0,Richard Sánchez,Paraguay,23,M(CLR),4,3,269,1,0,0,6.87,2018-19,CONMEBOL Copa America
1,Luis Advíncula,Peru,29,"D(R),M(R)",6,6,570,0,0,0,6.87,2018-19,CONMEBOL Copa America
2,Ronald Hernández,Venezuela,22,"D(R),M(R)",4,3,282,0,1,0,6.86,2018-19,CONMEBOL Copa America
3,Wuilker Fariñez,Venezuela,21,GK,4,4,360,0,0,1,6.86,2018-19,CONMEBOL Copa America
4,Christian Cueva,Peru,28,AM(CLR),6,6,447,0,1,0,6.85,2018-19,CONMEBOL Copa America
5,Tomás Rincón,Venezuela,32,M(CR),4,4,360,0,1,0,6.85,2018-19,CONMEBOL Copa America
6,Gustavo Gómez,Paraguay,26,D(C),3,3,300,0,0,0,6.85,2018-19,CONMEBOL Copa America
7,Jhon Chancellor,Venezuela,28,D(C),3,3,270,0,0,0,6.84,2018-19,CONMEBOL Copa America
8,Lucas Torreira,Uruguay,23,DMC,3,1,169,0,0,0,6.84,2018-19,CONMEBOL Copa America
9,Miguel Trauco,Peru,27,"D(L),M(L)",6,6,570,0,0,0,6.82,2018-19,CONMEBOL Copa America
0,Bruno Valdez,Paraguay,27,D(CLR),2,1,149,0,0,0,6.82,2018-19,CONMEBOL Copa America
1,Mateus Uribe,Colombia,28,DMC,3,3,247,0,0,0,6.82,2018-19,CONMEBOL Copa America
2,Duván Zapata,Colombia,28,FW,4,1,166,2,0,0,6.81,2018-19,CONMEBOL Copa America
3,Eduardo Vargas,Chile,30,"AM(CLR),FW",6,6,553,2,0,0,6.81,2018-19,CONMEBOL Copa America
4,Bassam Al Rawi,Qatar,22,M(CLR),3,3,270,0,0,0,6.79,2018-19,CONMEBOL Copa America
5,Paulo Díaz,Chile,25,D(CLR),3,2,200,0,0,0,6.79,2018-19,CONMEBOL Copa America
6,Stefan Medina,Colombia,27,D(CLR),3,3,256,0,0,0,6.78,2018-19,CONMEBOL Copa America
7,Koji Miyoshi,Japan,22,M(CLR),3,2,189,2,0,0,6.78,2018-19,CONMEBOL Copa America
8,Saad Al Sheeb,Qatar,29,GK,3,3,270,0,0,0,6.77,2018-19,CONMEBOL Copa America
9,Martín Cáceres,Uruguay,32,"D(CLR),M(R)",4,4,390,0,1,0,6.77,2018-19,CONMEBOL Copa America
0,Pedro Gallese,Peru,29,GK,6,6,570,0,0,1,6.76,2018-19,CONMEBOL Copa America
1,Yangel Herrera,Venezuela,22,M(C),3,3,246,0,0,0,6.76,2018-19,CONMEBOL Copa America
2,Jefferson Lerma,Colombia,25,"D(R),DMC",2,1,116,0,1,0,6.76,2018-19,CONMEBOL Copa America
3,Roberto Rosales,Venezuela,31,"D(R),M(R)",4,4,353,0,0,0,6.75,2018-19,CONMEBOL Copa America
4,Ángel Mena,Ecuador,31,M(CLR),3,3,185,1,0,1,6.73,2018-19,CONMEBOL Copa America
5,Shoya Nakajima,Japan,25,AM(CLR),3,3,246,1,0,0,6.73,2018-19,CONMEBOL Copa America
6,Giovani Lo Celso,Argentina,23,"M(CR),FW",6,4,370,1,1,0,6.73,2018-19,CONMEBOL Copa America
7,Richarlison,Brazil,22,"AM(CLR),FW",3,2,146,1,0,0,6.73,2018-19,CONMEBOL Copa America
8,Miguel Almirón,Paraguay,25,"AM(CLR),FW",4,4,387,0,2,0,6.73,2018-19,CONMEBOL Copa America
9,David Neres,Brazil,22,AM(CLR),2,2,153,0,0,0,6.73,2018-19,CONMEBOL Copa America
0,Takefusa Kubo,Japan,18,"AM(CLR),FW",3,2,187,0,0,0,6.72,2018-19,CONMEBOL Copa America
1,Gaku Shibasaki,Japan,27,"M(C),FW",3,3,270,0,1,0,6.71,2018-19,CONMEBOL Copa America
2,Giovanni González,Uruguay,25,D(R),3,2,272,0,0,0,6.71,2018-19,CONMEBOL Copa America
3,Gastón Pereiro,Uruguay,24,"AM(CLR),FW",1,0,26,0,0,0,6.70,2018-19,CONMEBOL Copa America
4,Júnior Alonso,Paraguay,26,D(CL),4,4,390,0,0,0,6.70,2018-19,CONMEBOL Copa America
5,Wílmar Barrios,Colombia,26,"D(C),DMC",4,3,305,0,0,0,6.69,2018-19,CONMEBOL Copa America
6,Jean Beausejour,Chile,35,"D(L),M(L)",5,5,480,0,0,0,6.68,2018-19,CONMEBOL Copa America
7,Rodrigo De Paul,Argentina,25,"AM(CLR),FW",6,5,469,0,0,0,6.68,2018-19,CONMEBOL Copa America
8,Matías Rojas,Paraguay,24,AM(CLR),2,2,136,0,0,0,6.68,2018-19,CONMEBOL Copa America
9,Robert Arboleda,Ecuador,28,D(C),2,2,180,0,0,0,6.66,2018-19,CONMEBOL Copa America
0,André Carrillo,Peru,28,AM(LR),4,3,234,0,2,0,6.66,2018-19,CONMEBOL Copa America
1,Enner Valencia,Ecuador,30,"AM(LR),FW",3,3,270,1,0,0,6.65,2018-19,CONMEBOL Copa America
2,Jonathan Rodríguez,Uruguay,26,FW,1,0,14,0,1,0,6.65,2018-19,CONMEBOL Copa America
3,Nicolás Tagliafico,Argentina,27,"D(CL),M(L)",6,6,535,0,0,0,6.65,2018-19,CONMEBOL Copa America
4,Jefferson Savarino,Venezuela,23,"AM(CLR),FW",2,2,159,0,0,0,6.64,2018-19,CONMEBOL Copa America
5,Roberto Fernández,Paraguay,31,GK,4,4,390,0,0,0,6.64,2018-19,CONMEBOL Copa America
6,Álvaro Montero,Colombia,24,GK,1,1,90,0,0,0,6.64,2018-19,CONMEBOL Copa America
7,Akram Afif,Qatar,23,FW,3,3,270,0,0,0,6.64,2018-19,CONMEBOL Copa America
8,Jhon Lucumí,Colombia,21,D(C),1,1,90,0,0,0,6.63,2018-19,CONMEBOL Copa America
9,Hassan Al Haydos,Qatar,29,M(C),3,3,264,0,0,0,6.63,2018-19,CONMEBOL Copa America
0,Abdulaziz Hatem,Qatar,29,M(C),3,3,244,0,0,0,6.63,2018-19,CONMEBOL Copa America
1,Hernán Pérez,Paraguay,30,M(LR),2,2,120,0,0,0,6.62,2018-19,CONMEBOL Copa America
2,Edison Flores,Peru,25,"AM(CLR),FW",6,3,361,2,0,0,6.61,2018-19,CONMEBOL Copa America
3,Luis Abram,Peru,23,D(C),6,6,570,0,0,0,6.61,2018-19,CONMEBOL Copa America
4,Alexander Domínguez,Ecuador,32,GK,3,3,270,0,0,0,6.61,2018-19,CONMEBOL Copa America
5,Abdelkarim Hassan,Qatar,26,D(CLR),2,2,180,0,0,0,6.60,2018-19,CONMEBOL Copa America
6,Tomoki Iwata,Japan,22,M(CLR),2,2,177,0,0,0,6.59,2018-19,CONMEBOL Copa America
7,Marcos Acuña,Argentina,28,"D(CL),M(CL)",3,2,162,0,0,0,6.59,2018-19,CONMEBOL Copa America
8,Beder Caicedo,Ecuador,27,D(CLR),1,1,90,0,0,0,6.58,2018-19,CONMEBOL Copa America
9,Óscar Romero,Paraguay,27,"AM(CLR),FW",2,0,26,0,0,0,6.58,2018-19,CONMEBOL Copa America
0,Takehiro Tomiyasu,Japan,21,D(CLR),3,3,270,0,0,0,6.56,2018-19,CONMEBOL Copa America
1,Carlos Zambrano,Peru,30,D(C),5,5,475,0,0,0,6.54,2018-19,CONMEBOL Copa America
2,Germán Pezzella,Argentina,28,D(C),6,5,455,0,0,0,6.54,2018-19,CONMEBOL Copa America
3,Yeferson Soteldo,Venezuela,22,"AM(CL),FW",4,0,95,0,1,0,6.54,2018-19,CONMEBOL Copa America
4,Arturo Mina,Ecuador,29,D(C),2,2,180,0,0,0,6.54,2018-19,CONMEBOL Copa America
5,Franco Armani,Argentina,33,GK,6,6,540,0,0,0,6.54,2018-19,CONMEBOL Copa America
6,Luis Haquín,Bolivia,22,D(CLR),3,3,270,0,0,0,6.53,2018-19,CONMEBOL Copa America
7,Nahitan Nández,Uruguay,24,M(CLR),4,3,226,0,0,0,6.52,2018-19,CONMEBOL Copa America
8,Paulo Dybala,Argentina,26,"AM(CR),FW",4,1,91,1,1,1,6.52,2018-19,CONMEBOL Copa America
9,Luis Díaz,Colombia,23,AM(L),3,1,145,0,0,0,6.52,2018-19,CONMEBOL Copa America
0,Júnior Moreno,Venezuela,26,DMC,4,4,348,0,0,0,6.52,2018-19,CONMEBOL Copa America
1,Salomón Rondón,Venezuela,30,FW,4,4,351,0,0,0,6.52,2018-19,CONMEBOL Copa America
2,Raúl Castro,Bolivia,30,M(CLR),3,2,211,0,0,0,6.51,2018-19,CONMEBOL Copa America
3,Radamel Falcao,Colombia,33,FW,4,3,250,0,0,0,6.49,2018-19,CONMEBOL Copa America
4,Gabriel Achilier,Ecuador,34,D(C),2,2,179,0,0,0,6.49,2018-19,CONMEBOL Copa America
5,Cristian Arano,Bolivia,24,M(CLR),1,1,90,0,0,0,6.48,2018-19,CONMEBOL Copa America
6,Marcelo Martins,Bolivia,32,FW,3,3,258,1,0,0,6.48,2018-19,CONMEBOL Copa America
7,Renzo Saravia,Argentina,26,"D(R),M(R)",2,2,180,0,0,0,6.47,2018-19,CONMEBOL Copa America
8,Leonel Justiniano,Bolivia,27,M(CLR),3,3,270,1,0,0,6.46,2018-19,CONMEBOL Copa America
9,Rodrigo Rojas,Paraguay,31,M(CLR),4,3,278,0,0,0,6.46,2018-19,CONMEBOL Copa America
0,José Fuenzalida,Chile,34,AM(R),4,4,271,1,0,0,6.45,2018-19,CONMEBOL Copa America
1,Andrés Chicaiza,Ecuador,27,M(CLR),1,0,16,0,0,0,6.45,2018-19,CONMEBOL Copa America
2,Assim Madibo,Qatar,23,M(CLR),2,2,180,0,0,0,6.45,2018-19,CONMEBOL Copa America
3,Cecilio Domínguez,Paraguay,25,"AM(L),FW",2,1,128,0,0,0,6.45,2018-19,CONMEBOL Copa America
4,Cristhian Stuani,Uruguay,33,"AM(CLR),FW",1,0,24,0,0,0,6.43,2018-19,CONMEBOL Copa America
5,Diego Laxalt,Uruguay,26,"D(L),M(CL)",2,2,118,0,0,0,6.42,2018-19,CONMEBOL Copa America
6,Salem Al Hajri,Qatar,23,D(CLR),1,1,77,0,0,0,6.42,2018-19,CONMEBOL Copa America
7,Pedro Miguel,Qatar,29,D(CLR),3,3,265,0,0,0,6.41,2018-19,CONMEBOL Copa America
8,Daiki Sugioka,Japan,21,M(CLR),3,3,270,0,0,0,6.40,2018-19,CONMEBOL Copa America
9,Celso Ortíz,Paraguay,30,DMC,3,2,213,0,0,0,6.40,2018-19,CONMEBOL Copa America
0,Andy Polo,Peru,25,M(CLR),5,2,227,0,0,0,6.39,2018-19,CONMEBOL Copa America
1,Josef Martínez,Venezuela,26,"AM(L),FW",3,0,41,1,0,0,6.39,2018-19,CONMEBOL Copa America
2,Milton Casco,Argentina,31,"D(LR),M(L)",1,1,90,0,0,0,6.38,2018-19,CONMEBOL Copa America
3,Gary Medel,Chile,32,"D(C),DMC",6,6,482,0,0,0,6.38,2018-19,CONMEBOL Copa America
4,Miranda,Brazil,35,D(C),1,0,26,0,0,0,6.36,2018-19,CONMEBOL Copa America
5,Cristian Ramírez,Ecuador,25,D(LR),2,2,180,0,0,0,6.36,2018-19,CONMEBOL Copa America
6,Naomichi Ueda,Japan,25,D(C),3,3,270,0,0,0,6.36,2018-19,CONMEBOL Copa America
7,Pablo Hernández,Chile,33,M(C),3,1,106,0,0,0,6.36,2018-19,CONMEBOL Copa America
8,Jhegson Méndez,Ecuador,22,DMC,2,2,106,0,0,0,6.36,2018-19,CONMEBOL Copa America
9,Almoez Ali,Qatar,23,FW,3,3,270,1,0,0,6.35,2018-19,CONMEBOL Copa America
0,Carlos Garcés,Ecuador,29,FW,1,0,21,0,0,0,6.32,2018-19,CONMEBOL Copa America
1,Shinji Okazaki,Japan,33,"AM(CLR),FW",3,2,167,0,0,0,6.32,2018-19,CONMEBOL Copa America
2,Derlis González,Paraguay,25,AM(LR),4,3,337,1,0,1,6.31,2018-19,CONMEBOL Copa America
3,Jefferson Orejuela,Ecuador,26,DMC,3,3,270,0,0,0,6.30,2018-19,CONMEBOL Copa America
4,Ángel Di María,Argentina,31,"M(CLR),FW",5,1,149,0,0,0,6.30,2018-19,CONMEBOL Copa America
5,Guido Rodríguez,Argentina,25,DMC,1,1,67,0,0,0,6.29,2018-19,CONMEBOL Copa America
6,Teruki Hara,Japan,21,M(CLR),1,1,90,0,0,0,6.29,2018-19,CONMEBOL Copa America
7,Tarek Salman,Qatar,22,D(CLR),3,3,270,0,1,0,6.29,2018-19,CONMEBOL Copa America
8,Óscar Opazo,Chile,29,D(CLR),2,1,100,0,0,0,6.29,2018-19,CONMEBOL Copa America
9,Diego Bejarano,Bolivia,28,D(CLR),3,3,270,0,1,0,6.28,2018-19,CONMEBOL Copa America
0,Marvin Bejarano,Bolivia,31,D(CLR),3,3,252,0,0,0,6.27,2018-19,CONMEBOL Copa America
1,Roberto Fernández,Bolivia,20,D(CLR),2,0,37,0,0,0,6.27,2018-19,CONMEBOL Copa America
2,Christofer Gonzáles,Peru,27,M(CLR),6,1,218,0,0,0,6.26,2018-19,CONMEBOL Copa America
3,Allan,Brazil,29,DMC,4,1,102,0,0,0,6.26,2018-19,CONMEBOL Copa America
4,Romario Ibarra,Ecuador,25,AM(L),3,2,197,0,0,0,6.25,2018-19,CONMEBOL Copa America
5,Adrián Jusino,Bolivia,27,D(CLR),3,3,270,0,0,0,6.24,2018-19,CONMEBOL Copa America
6,Carlos Gruezo,Ecuador,24,DMC,2,2,180,0,0,0,6.23,2018-19,CONMEBOL Copa America
7,Antonio Valencia,Ecuador,34,"D(R),M(R)",3,1,128,0,0,0,6.22,2018-19,CONMEBOL Copa America
8,Erwin Saavedra,Bolivia,23,M(CLR),2,2,137,0,0,0,6.22,2018-19,CONMEBOL Copa America
9,Fernando Muslera,Uruguay,33,GK,4,4,390,0,0,0,6.22,2018-19,CONMEBOL Copa America
0,Jhon Murillo,Venezuela,24,"M(LR),FW",4,3,268,0,0,0,6.21,2018-19,CONMEBOL Copa America
1,Hiroki Abe,Japan,20,FW,3,1,99,0,0,0,6.21,2018-19,CONMEBOL Copa America
2,Luis Del Pino,Venezuela,25,D(CL),3,3,221,0,0,0,6.20,2018-19,CONMEBOL Copa America
3,Carlos Lampe,Bolivia,32,GK,3,3,270,0,0,0,6.18,2018-19,CONMEBOL Copa America
4,Santiago Arzamendia,Paraguay,21,M(L),4,4,331,0,0,0,6.18,2018-19,CONMEBOL Copa America
5,Raúl Ruidíaz,Peru,29,FW,2,0,47,0,0,0,6.16,2018-19,CONMEBOL Copa America
6,Ayrton Preciado,Ecuador,25,M(CLR),3,1,99,0,0,0,6.12,2018-19,CONMEBOL Copa America
7,Gonzalo Jara,Chile,34,"D(CR),DMC",3,2,141,0,0,0,6.12,2018-19,CONMEBOL Copa America
8,Luis Muriel,Colombia,28,"AM(CL),FW",1,1,14,0,0,0,6.11,2018-19,CONMEBOL Copa America
9,Josepmir Ballón,Peru,31,DMC,2,0,33,0,0,0,6.11,2018-19,CONMEBOL Copa America
0,Éder Militão,Brazil,21,D(CR),1,0,13,0,0,0,6.10,2018-19,CONMEBOL Copa America
1,Yugo Tatsuta,Japan,21,Substitute,1,0,3,0,0,0,6.10,2018-19,CONMEBOL Copa America
2,Ramiro Vaca,Bolivia,20,AM(CL),2,1,106,0,0,0,6.10,2018-19,CONMEBOL Copa America
3,Pedro Velasco,Ecuador,26,D(CLR),3,2,241,0,0,0,6.07,2018-19,CONMEBOL Copa America
4,Junior Fernandes,Chile,31,"AM(LR),FW",3,0,89,0,0,0,6.06,2018-19,CONMEBOL Copa America
5,Miguel Araujo,Peru,25,D(C),2,1,95,0,0,0,6.06,2018-19,CONMEBOL Copa America
6,Esteban Pavez,Chile,29,"D(C),DMC",1,0,46,0,0,0,6.05,2018-19,CONMEBOL Copa America
7,Federico Santander,Paraguay,28,FW,1,1,72,0,0,0,6.05,2018-19,CONMEBOL Copa America
8,Gabriel Arias,Chile,32,GK,6,6,570,0,0,0,6.04,2018-19,CONMEBOL Copa America
9,Hamid Ismaeil,Qatar,33,D(CLR),1,0,5,0,0,0,6.04,2018-19,CONMEBOL Copa America
0,Luis Seijas,Venezuela,33,M(CLR),1,0,7,0,0,0,6.04,2018-19,CONMEBOL Copa America
1,Karim Boudiaf,Qatar,29,M(CLR),3,1,116,0,0,0,6.02,2018-19,CONMEBOL Copa America
2,Juan Escobar,Paraguay,24,D(CLR),2,0,43,0,0,0,6.02,2018-19,CONMEBOL Copa America
3,Juan Iturbe,Paraguay,26,AM(LR),2,0,34,0,0,0,6.02,2018-19,CONMEBOL Copa America
4,Leonardo Vaca,Bolivia,24,M(CLR),3,1,77,0,0,0,6.01,2018-19,CONMEBOL Copa America
5,Lucas Paquetá,Brazil,22,"M(CLR),FW",1,0,35,0,0,0,6.01,2018-19,CONMEBOL Copa America
6,Daizen Maeda,Japan,22,"AM(LR),FW",2,1,68,0,0,0,6.01,2018-19,CONMEBOL Copa America
7,Ramiro Mori,Argentina,28,"D(C),DMC",1,0,1,0,0,0,6.00,2018-19,CONMEBOL Copa America
8,Sebastián Coates,Uruguay,29,D(C),1,0,1,0,0,0,6.00,2018-19,CONMEBOL Copa America
9,Ángelo Sagal,Chile,26,M(LR),1,0,45,0,0,0,5.99,2018-19,CONMEBOL Copa America
0,Nicolás Castillo,Chile,26,FW,3,0,9,0,0,0,5.99,2018-19,CONMEBOL Copa America
1,Matías Suárez,Argentina,31,"AM(CL),FW",3,0,23,0,0,0,5.97,2018-19,CONMEBOL Copa America
2,Fernando Saucedo,Bolivia,29,M(CLR),3,3,220,0,0,0,5.96,2018-19,CONMEBOL Copa America
3,Igor Lichnovsky,Chile,25,D(CLR),1,0,35,0,0,0,5.96,2018-19,CONMEBOL Copa America
4,Keisuke Osako,Japan,20,GK,1,1,90,0,0,0,5.96,2018-19,CONMEBOL Copa America
5,Gilbert Álvarez,Bolivia,27,FW,2,0,22,0,0,0,5.96,2018-19,CONMEBOL Copa America
6,Alejandro Chumacero,Bolivia,28,M(CLR),2,2,180,0,0,0,5.93,2018-19,CONMEBOL Copa America
7,Fabián Balbuena,Paraguay,28,D(C),2,2,148,0,0,0,5.92,2018-19,CONMEBOL Copa America
8,Diego Wayar,Bolivia,26,M(CLR),1,0,31,0,0,0,5.91,2018-19,CONMEBOL Copa America
9,Ahmed Doozandeh,Qatar,24,M(CLR),1,0,6,0,0,0,5.89,2018-19,CONMEBOL Copa America
0,Guido Pizarro,Argentina,29,DMC,1,0,23,0,0,0,5.87,2018-19,CONMEBOL Copa America
1,Arquímedes Figuera,Venezuela,30,M(CLR),1,0,14,0,0,0,5.86,2018-19,CONMEBOL Copa America
2,Ayase Ueda,Japan,21,FW,3,1,126,0,0,0,5.85,2018-19,CONMEBOL Copa America
3,Yuta Nakayama,Japan,22,"D(CL),DMC",1,1,90,0,0,0,5.79,2018-19,CONMEBOL Copa America
4,Roberto Pereyra,Argentina,29,"M(CLR),FW",1,1,46,0,0,0,5.78,2018-19,CONMEBOL Copa America
5,Abdullah Al Ahrak,Qatar,22,Substitute,1,0,13,0,0,0,5.75,2018-19,CONMEBOL Copa America
6,Jefferson Intriago,Ecuador,23,M(CLR),1,1,90,0,0,0,5.62,2018-19,CONMEBOL Copa America
7,José Quintero,Ecuador,29,M(CLR),1,1,24,0,0,0,4.84,2018-19,CONMEBOL Copa America
